epoch,train_loss,val_loss,train_acc,val_acc
1,1.704157518178731,1.807414924722927,0.2224343169225059,0.1492204899777283
2,1.5962351755624473,1.6911699247329888,0.2618043956626634,0.22197475872308833
3,1.5430393309320012,1.6295464777949,0.2859301678199316,0.24551914306925443
4,1.510023480378961,1.6296904594802897,0.31042710570269627,0.23353483932548522
5,1.4928620593880744,1.580739436883893,0.3140062037699833,0.27213914519037014
6,1.4796960549831277,1.5729027635308537,0.3220127787056921,0.2683211369180189
7,1.4676337575839153,1.5496916055350607,0.32720909886264216,0.27945699437904337
8,1.4586432854821223,1.5385753567062768,0.33457938969749995,0.2923958001909004
9,1.442707110937973,1.5117118876462574,0.34735809538959145,0.31010711634319654
10,1.429474915144391,1.5510022699649595,0.34963811341764095,0.289532293986637
11,1.4165893239425562,1.4756611794729553,0.3629470558604417,0.3217732527309365
12,1.4076667629416806,1.471998668814378,0.3720406161351043,0.3343938911867642
13,1.3970519421654897,1.499952858939936,0.3790662530820011,0.31191006469402904
14,1.384149311256894,1.4553886099121631,0.3816379013229407,0.34181779616078056
15,1.3769869054532222,1.4509168186019847,0.3895914525835786,0.34128751723406514
16,1.36931035290398,1.4446410239216934,0.3957421988918052,0.3271820977834341
17,1.3552944168135168,1.4406067759149437,0.39916222593387946,0.3447873581503871
18,1.3428468881493685,1.4213867817113175,0.40849439274636123,0.344681302365044
19,1.3402756109808829,1.38308426883494,0.41210000265118374,0.3559232156114116
20,1.32751836883304,1.3999146464167098,0.41557305336832895,0.35316576519249127
21,1.3093645811782555,1.3650618745180996,0.4289880431612715,0.3661045710043483
22,1.290979307113572,1.3798681405407587,0.4425090803043559,0.3626047300880263
23,1.27807538203247,1.3964438553465324,0.44637980858453297,0.3573019408208718
24,1.2627671814100112,1.354246379714943,0.452954744293327,0.37193763919821826
25,1.2531484616371964,1.3333237081914682,0.457514780349426,0.38201293880581183
26,1.2366867208250754,1.3594540948642249,0.46724462472493966,0.37883126524551913
27,1.231286295212043,1.3286491924763888,0.471645589755826,0.3960123024710998
28,1.2223347549066301,1.3331625684471546,0.47355444205837904,0.39314879626683635
29,1.2055040876478358,1.281751235111203,0.482435907632758,0.42857142857142855
30,1.1899520199442786,1.3244070693485455,0.487048967363928,0.3969668045391876
31,1.1846932574342974,1.2727025240827232,0.49489647127442404,0.431434934775692
32,1.174717679778207,1.3000635059758023,0.49860812852938835,0.41839007317849186
33,1.1704895200201952,1.2958448228154358,0.49953604284312947,0.42454130872839113
34,1.1627043717745464,1.2641956271770234,0.5030356053978101,0.42676848022059605
35,1.154312238520297,1.3052651785201088,0.5073570349160901,0.4201930215293244
36,1.1492117950900425,1.3000746970971173,0.5096900766192105,0.4169052921836886
37,1.126470842898475,1.286888082973878,0.5201092287706461,0.42454130872839113
38,1.1041930200767978,1.2758554533109747,0.5226013414989793,0.43132887899034894
39,1.0884020060641366,1.2744508874240617,0.5347172512526843,0.4287835401421147
40,1.0804996510989884,1.26573648334169,0.5359367957793154,0.4336621062678969
