epoch,train_loss,val_loss,train_acc,val_acc
1,1.5454164111426811,1.6514461312191346,0.3123624698427848,0.25421571746738786
2,1.4478911056432338,1.6019317349139472,0.3700257164824094,0.272033089405027
3,1.4101737658486184,1.5655092750049266,0.39083750894774516,0.2876232898504613
4,1.3990766431832795,1.5422418602881622,0.39515893846602507,0.2969561989606533
5,1.3806160190217382,1.5428617462043306,0.4050478538667515,0.29016862869869553
6,1.3650900513291653,1.5202587921706145,0.4104562687239853,0.3023650440131509
7,1.3451576909248022,1.5130999797171103,0.4209284445504918,0.30427404814932657
8,1.333634054860854,1.5203984563405548,0.4275564039343567,0.2965319758192809
9,1.320835380542948,1.5064642334656975,0.43269970041623584,0.3040619365786404
10,1.3188952985006204,1.4914070211041959,0.43421087515575707,0.30331954608123873
11,1.3095192843724441,1.4886894088393747,0.43906254142474616,0.3147735708982925
12,1.2947396495637504,1.4852636741648702,0.44508072854529546,0.3205005833068194
13,1.2944497914951292,1.468413632549958,0.4437021129934516,0.32431859157917065
14,1.2789857726564982,1.4824285250552602,0.45573848723455024,0.31975819280941775
15,1.2741752149867918,1.452255937400508,0.459132002439089,0.33322727754799025
16,1.2695530087467646,1.4581444569920567,0.46048410615339747,0.3279244882808357
17,1.2633135316006505,1.4459671922093649,0.46106736657917763,0.33418177961607803
18,1.255947425991914,1.457440120491904,0.46727113656247515,0.3306819386997561
19,1.24662166539797,1.4505845802006534,0.47002836766616296,0.33004560398769756
20,1.2449920557378291,1.4420910608934083,0.4745088682096556,0.3369392300349984
21,1.2403813882579373,1.4492494526186555,0.4748270102600811,0.33449994697210733
22,1.2383636708205097,1.4344646135080985,0.47705400461305975,0.3408632940926928
23,1.2223840118949425,1.4346063560210125,0.4840266178848856,0.33990879202460494
24,1.2195413258211045,1.4428665017586066,0.4817200880193006,0.3368331742496553
25,1.2156606480610004,1.4282728367992696,0.48930247355444206,0.34181779616078056
26,1.213577733442119,1.4253351241081513,0.486068029375116,0.3457418602184749
27,1.2114420311458354,1.435202440915627,0.4893289853919775,0.34425707922367166
28,1.20600280246501,1.420535389711273,0.4902568997057186,0.34966592427616927
29,1.2042928536701387,1.4310241504114523,0.4953736843500623,0.3471205854279351
30,1.198876067684325,1.4377970984763666,0.49534717251252686,0.33768162053240003
31,1.1915915452785149,1.4237998924751982,0.49593043293830696,0.3534839325485205
32,1.1927630211156002,1.416121285077256,0.49632811050133885,0.3543323788312652
33,1.1851831509947583,1.4108579809130382,0.5022667621092818,0.35846855445964576
34,1.1839791625708909,1.412252194985869,0.5042551499244413,0.3513628168416587
35,1.1769253154357078,1.4125075334328863,0.5056867891513561,0.3529536536218051
36,1.1760023130257178,1.4195740729150015,0.5066677271401681,0.3475448085693075
37,1.1712386824899548,1.4151145254570652,0.505103528725576,0.3515749284123449
38,1.169882819955266,1.4098639301359117,0.5075956414539091,0.3553929366846961
39,1.1763576460231029,1.415831471060958,0.503433282960842,0.3489235337787676
40,1.1690726911861402,1.4214777644687702,0.5087621623054694,0.34881747799342455
