epoch,train_loss,val_loss,train_acc,val_acc
1,1.6562637548992727,1.5856031634823011,0.3101567825494206,0.3573019408208718
2,1.5555157419462,1.5358110088118189,0.3712035143527986,0.38424011029801675
3,1.5149711353042257,1.504869477925112,0.386048625312429,0.402163538020999
4,1.485242204089007,1.51326999540154,0.40040142391880634,0.37766465160674517
5,1.4669099717503884,1.4584831241484677,0.4121033098538211,0.42485947608442043
6,1.4465594221441744,1.432907238089023,0.4185412406271302,0.43588927776010183
7,1.432802541268772,1.432536330047601,0.4274028629856851,0.43376816205324
8,1.417905823467338,1.4166783687860796,0.43289403923350755,0.4480856930745572
9,1.4017590845135914,1.4203368293630925,0.43649170643035673,0.44097995545657015
10,1.3966750877423422,1.4108933595347246,0.443838521548133,0.43419238519461234
11,1.3866846210656993,1.3837177697820013,0.44758766946906003,0.4580549368968077
12,1.3742991902291355,1.4016826795057522,0.45493448458683633,0.44288895959274577
13,1.363635023823202,1.3884282639580652,0.4589865939559191,0.4571004348287199
14,1.3581018599652706,1.3732817034691538,0.4590244641369386,0.45635804433131827
15,1.348521324050234,1.3645686051514054,0.46372036658335225,0.47088768692332167
16,1.346020674873444,1.3624423777947106,0.4652351738241309,0.45794888111146465
17,1.3333307906984155,1.363767197812548,0.47106718170112855,0.45688832325803375
18,1.327463979686037,1.3438483518613005,0.47508142088919186,0.4739633046982713
19,1.324301354363047,1.3723163660744087,0.4744754979928804,0.4534945381270548
20,1.3197164436926274,1.3442016130844474,0.4799666742407029,0.46919079435783223
21,1.3119486624622294,1.3337540838546218,0.4850412784973112,0.4750238625517022
22,1.3083225748786906,1.328189307210402,0.48602590320381733,0.4755541414784176
23,1.3011396678660772,1.3283211964414967,0.4884117246080436,0.48022059603351364
24,1.2982344916487503,1.3351096043165471,0.49057032492615316,0.47322091420086965
25,1.293891743567011,1.3419447215873523,0.4889797773233356,0.4760844204051331
26,1.2901964953187144,1.3181522452878047,0.49318336741649627,0.4805387633895429
27,1.2768486945690336,1.3254133460250888,0.5005301825342725,0.4790539823947396
28,1.2824892750980366,1.318271383663695,0.495607059001742,0.4827659348817478
29,1.278870724308069,1.3283694617656474,0.4955313186397031,0.4801145402481705
30,1.2805395882337154,1.3300724609467849,0.49905324547451335,0.47672075511719164
31,1.2769697788474434,1.3196232244285448,0.5008331439824283,0.4787358150387104
32,1.2735661810693855,1.323594382350601,0.5012497159736423,0.4784176476826811
33,1.2688926647244498,1.3298277199009163,0.5062107096871923,0.47650864354650546
